x,y,z,class,sound_path,GT,SA
5.91313,5.967875,11.399483,3,D:\PhD-data\Mourachan-WetA\20210509T020000+1000_REC_918.0-922.5.wav,,
6.3353825,5.928211,11.72814,3,D:\PhD-data\Mourachan-WetA\20210509T020000+1000_REC_922.5-927.0.wav,,
5.9226017,5.9665885,11.4025755,3,D:\PhD-data\Mourachan-WetA\20210509T020000+1000_REC_927.0-931.5.wav,,
6.3033557,5.9310513,11.6957655,3,D:\PhD-data\Mourachan-WetA\20210509T020000+1000_REC_931.5-936.0.wav,,
5.917504,5.9781556,11.408291,3,D:\PhD-data\Mourachan-WetA\20210509T020000+1000_REC_936.0-940.5.wav,,
5.97722,6.1931,11.713703,3,D:\PhD-data\Mourachan-WetA\20210509T020000+1000_REC_940.5-945.0.wav,,
6.037323,6.116806,11.677009,3,D:\PhD-data\Mourachan-WetA\20210509T020000+1000_REC_945.0-949.5.wav,,
6.681282,5.706638,11.907706,3,D:\PhD-data\Mourachan-WetA\20210509T020000+1000_REC_949.5-954.0.wav,,
6.2311387,6.220443,12.003787,3,D:\PhD-data\Mourachan-WetA\20210509T020000+1000_REC_954.0-958.5.wav,,
5.960079,6.124231,11.613229,3,D:\PhD-data\Mourachan-WetA\20210509T020000+1000_REC_967.5-972.0.wav,,
5.967978,6.0976505,11.597702,3,D:\PhD-data\Mourachan-WetA\20210509T020000+1000_REC_972.0-976.5.wav,,
5.893936,6.0575547,11.473193,3,D:\PhD-data\Mourachan-WetA\20210509T020000+1000_REC_976.5-981.0.wav,,
6.2850256,5.956767,11.7028675,3,D:\PhD-data\Mourachan-WetA\20210509T020000+1000_REC_981.0-985.5.wav,,
6.2921743,5.912924,11.676022,3,D:\PhD-data\Mourachan-WetA\20210509T020000+1000_REC_985.5-990.0.wav,,
6.3292913,5.909562,11.708087,3,D:\PhD-data\Mourachan-WetA\20210509T020000+1000_REC_990.0-994.5.wav,,
5.9606695,6.7209554,12.2209635,3,D:\PhD-data\Mourachan-WetA\20210509T020000+1000_REC_994.5-999.0.wav,,
5.959639,6.7223625,12.221156,3,D:\PhD-data\Mourachan-WetA\20210509T020000+1000_REC_999.0-1003.5.wav,,
6.0385504,5.9534574,11.71793,3,D:\PhD-data\Mourachan-WetA\20210509T060000+1000_REC_999.0-1003.5.wav,,
10.107244,-0.368931,11.431874,4,D:\PhD-data\Mourachan-WetA\20210509T020000+1000_REC_1048.5-1053.0.wav,,
9.955021,-0.29077172,12.450966,4,D:\PhD-data\Mourachan-WetA\20210509T020000+1000_REC_18.0-22.5.wav,,
9.946045,1.3818029,15.463957,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_0-4.5.wav,,
10.042834,-0.464931,11.571296,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_1003.5-1008.0.wav,,
10.0821905,0.09661835,12.848909,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_1008.0-1012.5.wav,,
9.740722,-0.15888564,12.294727,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_1012.5-1017.0.wav,,
9.761466,-0.15959208,12.301225,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_1017.0-1021.5.wav,,
10.004262,0.1331081,12.329167,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_1021.5-1026.0.wav,,
10.025803,-0.016235491,12.4302635,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_1026.0-1030.5.wav,,
10.108803,1.2050757,15.595376,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_103.5-108.0.wav,,
9.968997,0.13286245,12.21572,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_1030.5-1035.0.wav,,
9.869589,-0.57515633,12.063165,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_1035.0-1039.5.wav,,
9.913237,-0.033306666,12.29805,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_1039.5-1044.0.wav,,
9.958759,0.09035218,12.286225,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_1044.0-1048.5.wav,,
9.973775,0.11634715,12.252682,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_1048.5-1053.0.wav,,
10.244338,-0.2892298,11.733494,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_1053.0-1057.5.wav,,
9.764821,-0.13332273,12.316191,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_1057.5-1062.0.wav,,
10.002968,0.13008465,12.333163,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_1062.0-1066.5.wav,,
10.010318,-0.54588526,11.924994,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_1066.5-1071.0.wav,,
10.08504,0.052174874,12.317167,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_1071.0-1075.5.wav,,
10.269652,-0.14006332,12.571555,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_1075.5-1080.0.wav,,
9.9393215,1.3838967,15.4494505,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_108.0-112.5.wav,,
9.791396,-0.4773241,12.158383,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_1080.0-1084.5.wav,,
10.2430725,-0.30114588,12.0762415,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_1084.5-1089.0.wav,,
9.994726,-0.5040469,12.032846,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_1089.0-1093.5.wav,,
10.010854,0.08167512,12.221526,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_1093.5-1098.0.wav,,
10.119109,-0.39950612,11.940032,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_1098.0-1102.5.wav,,
10.0679,-0.108638704,11.934591,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_1102.5-1107.0.wav,,
10.046715,0.08965699,12.274669,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_1107.0-1111.5.wav,,
9.818708,-0.3310678,12.345572,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_1111.5-1116.0.wav,,
10.0410595,0.08400128,12.355746,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_1116.0-1120.5.wav,,
10.084273,1.1612062,15.39686,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_112.5-117.0.wav,,
9.8592005,-0.3595873,12.412172,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_1120.5-1125.0.wav,,
10.052381,-0.011459226,12.510274,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_1125.0-1129.5.wav,,
9.862229,-0.34223333,12.41576,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_1129.5-1134.0.wav,,
10.22133,0.13530077,13.131042,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_1134.0-1138.5.wav,,
9.959123,-0.50381005,12.319976,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_1138.5-1143.0.wav,,
10.199995,-0.33242556,11.582939,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_1143.0-1147.5.wav,,
9.810225,-0.5804561,12.119596,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_1147.5-1152.0.wav,,
9.885292,-0.5518414,12.052926,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_1152.0-1156.5.wav,,
10.072521,0.014311865,12.398212,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_1156.5-1161.0.wav,,
9.811036,-0.40094867,12.198682,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_1161.0-1165.5.wav,,
10.094549,-0.015019754,12.280124,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_1165.5-1170.0.wav,,
10.112638,1.2015132,15.599563,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_117.0-121.5.wav,,
10.202232,-0.2560731,11.627673,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_1170.0-1174.5.wav,,
9.772836,-0.5222099,12.124676,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_1174.5-1179.0.wav,,
10.107695,-0.36848396,11.43833,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_1179.0-1183.5.wav,,
10.112281,-0.3239835,11.476318,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_1183.5-1188.0.wav,,
10.099929,-0.3826922,11.43705,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_1188.0-1192.5.wav,,
10.181357,-0.3385093,11.570587,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_1192.5-1197.0.wav,,
10.119796,-0.37623468,11.441505,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_1197.0-1201.5.wav,,
10.155739,0.5713836,14.629774,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_121.5-126.0.wav,,
10.109207,1.2071859,15.601664,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_126.0-130.5.wav,,
10.10652,1.2159934,15.614562,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_13.5-18.0.wav,,
9.953942,1.362056,15.446519,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_130.5-135.0.wav,,
9.932877,1.3884736,15.441439,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_135.0-139.5.wav,,
10.0564,1.1302817,15.233665,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_139.5-144.0.wav,,
10.144504,0.5980271,14.624718,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_144.0-148.5.wav,,
10.059504,1.1057913,15.177345,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_148.5-153.0.wav,,
10.099323,1.1172074,15.311308,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_153.0-157.5.wav,,
10.003625,1.1822029,15.157293,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_157.5-162.0.wav,,
9.992968,1.2073835,15.192229,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_162.0-166.5.wav,,
10.036021,1.1292846,15.147261,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_166.5-171.0.wav,,
10.003555,1.2220528,15.225636,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_171.0-175.5.wav,,
10.0250845,1.1712906,15.16858,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_175.5-180.0.wav,,
10.045034,1.3086061,15.675789,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_18.0-22.5.wav,,
10.15842,0.55732834,14.618408,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_180.0-184.5.wav,,
10.1930485,0.44264662,14.544388,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_184.5-189.0.wav,,
9.978552,1.1978697,15.135544,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_189.0-193.5.wav,,
10.065232,1.0425735,15.0562105,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_193.5-198.0.wav,,
9.991877,1.1982768,15.172262,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_198.0-202.5.wav,,
10.015282,1.1651887,15.179148,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_202.5-207.0.wav,,
10.042158,1.1322979,15.167025,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_207.0-211.5.wav,,
10.025401,1.1305319,15.13217,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_211.5-216.0.wav,,
10.0877695,0.7922307,14.707588,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_216.0-220.5.wav,,
10.032273,1.311236,15.602675,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_22.5-27.0.wav,,
10.0976095,0.8145694,14.617279,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_220.5-225.0.wav,,
10.136093,0.53771996,14.238531,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_225.0-229.5.wav,,
10.240228,0.34352234,14.560011,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_229.5-234.0.wav,,
10.116445,0.59210694,14.542009,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_234.0-238.5.wav,,
10.162598,0.56825936,14.643581,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_238.5-243.0.wav,,
10.071844,0.8931882,14.761685,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_243.0-247.5.wav,,
10.09455,0.73787975,14.663497,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_247.5-252.0.wav,,
10.091786,0.7737105,14.684821,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_252.0-256.5.wav,,
10.072956,1.1250879,15.269161,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_256.5-261.0.wav,,
10.0308275,1.085103,15.044061,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_261.0-265.5.wav,,
9.986282,1.1751629,15.1037245,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_265.5-270.0.wav,,
10.121875,1.1964656,15.591958,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_27.0-31.5.wav,,
10.173559,0.52839947,14.597895,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_270.0-274.5.wav,,
10.084565,0.829414,14.735077,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_274.5-279.0.wav,,
10.19576,0.4461065,14.541322,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_279.0-283.5.wav,,
10.078521,0.86205745,14.756554,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_283.5-288.0.wav,,
10.1420355,0.50809103,14.29949,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_288.0-292.5.wav,,
10.145848,0.5116248,14.309391,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_292.5-297.0.wav,,
10.140315,0.6835144,14.655504,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_297.0-301.5.wav,,
10.150797,0.5742562,14.594824,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_301.5-306.0.wav,,
10.143785,0.59794676,14.618064,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_306.0-310.5.wav,,
10.094289,1.2311404,15.610343,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_31.5-36.0.wav,,
10.126653,0.49928492,14.291852,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_310.5-315.0.wav,,
10.152541,0.46291098,14.356974,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_315.0-319.5.wav,,
10.089149,0.5749005,14.406923,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_319.5-324.0.wav,,
10.028869,1.0913402,15.040532,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_324.0-328.5.wav,,
10.183643,0.49900305,14.542963,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_328.5-333.0.wav,,
10.132759,0.49625966,14.285489,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_333.0-337.5.wav,,
10.167534,0.3884808,14.373536,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_337.5-342.0.wav,,
10.1985235,0.42449087,14.444703,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_342.0-346.5.wav,,
10.244919,0.31601036,14.520691,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_346.5-351.0.wav,,
10.155118,0.45859456,14.346649,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_351.0-355.5.wav,,
10.261894,0.2865237,14.527901,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_355.5-360.0.wav,,
10.08007,1.2776126,15.691532,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_36.0-40.5.wav,,
10.184737,0.44149092,14.345249,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_360.0-364.5.wav,,
10.263779,0.28762126,14.530044,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_364.5-369.0.wav,,
10.250996,0.30960816,14.522633,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_369.0-373.5.wav,,
10.254607,0.28555554,14.454707,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_373.5-378.0.wav,,
10.187058,0.47099352,14.523008,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_378.0-382.5.wav,,
10.302091,0.18710321,14.32339,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_382.5-387.0.wav,,
10.253287,0.3101152,14.557869,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_387.0-391.5.wav,,
10.152888,0.48418447,14.244643,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_391.5-396.0.wav,,
10.3057785,0.18915467,14.379151,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_396.0-400.5.wav,,
9.931948,1.3931667,15.448743,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_4.5-9.0.wav,,
9.94472,1.379666,15.454541,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_40.5-45.0.wav,,
10.119963,0.6811192,14.597364,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_400.5-405.0.wav,,
10.155606,0.51118857,14.23695,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_405.0-409.5.wav,,
10.161597,0.48429567,14.259112,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_409.5-414.0.wav,,
10.183315,0.5014738,14.551714,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_414.0-418.5.wav,,
10.310235,0.18500917,14.372783,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_418.5-423.0.wav,,
10.286739,0.22153483,14.356159,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_423.0-427.5.wav,,
10.313326,0.16982079,14.342616,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_427.5-432.0.wav,,
10.27425,0.23120703,14.302695,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_432.0-436.5.wav,,
10.28286,0.26580158,14.387443,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_436.5-441.0.wav,,
10.264044,0.28757438,14.512148,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_441.0-445.5.wav,,
10.280472,0.2313603,14.31518,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_445.5-450.0.wav,,
9.964112,1.3935717,15.52526,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_45.0-49.5.wav,,
10.305501,0.18892995,14.353398,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_450.0-454.5.wav,,
10.306847,0.18891495,14.353324,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_454.5-459.0.wav,,
10.309412,0.18564169,14.365376,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_459.0-463.5.wav,,
10.200585,0.43331534,14.465852,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_463.5-468.0.wav,,
10.164754,0.4695076,14.353058,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_468.0-472.5.wav,,
10.135087,0.516395,14.340456,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_472.5-477.0.wav,,
10.306525,0.17517713,14.308357,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_477.0-481.5.wav,,
10.233002,0.322673,14.283069,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_481.5-486.0.wav,,
10.311462,0.1692329,14.32478,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_486.0-490.5.wav,,
9.942118,1.3834046,15.458348,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_49.5-54.0.wav,,
10.103962,0.5882068,14.4128275,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_490.5-495.0.wav,,
10.090783,0.70520115,14.58275,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_495.0-499.5.wav,,
10.147017,0.54771006,14.081301,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_499.5-504.0.wav,,
10.259739,0.23641524,14.163501,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_504.0-508.5.wav,,
10.245132,0.26017088,14.190256,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_508.5-513.0.wav,,
10.158003,0.42787927,14.135642,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_513.0-517.5.wav,,
10.090863,0.068307295,13.204883,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_517.5-522.0.wav,,
10.190932,0.30968428,13.94875,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_522.0-526.5.wav,,
10.250465,0.25342247,14.1888685,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_526.5-531.0.wav,,
10.231249,0.28167686,14.127755,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_531.0-535.5.wav,,
10.289514,0.20974495,14.300126,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_535.5-540.0.wav,,
9.944567,1.3789718,15.455689,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_54.0-58.5.wav,,
10.311854,0.17245753,14.347663,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_540.0-544.5.wav,,
10.20598,0.32870892,14.039703,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_544.5-549.0.wav,,
10.1534815,0.47815356,13.98882,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_549.0-553.5.wav,,
10.156748,0.473294,14.166819,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_553.5-558.0.wav,,
10.209993,0.30521306,14.038954,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_558.0-562.5.wav,,
10.19495,0.1825127,13.282307,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_562.5-567.0.wav,,
10.17893,0.1511705,13.228603,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_567.0-571.5.wav,,
10.209473,0.14452115,13.1500025,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_571.5-576.0.wav,,
10.195685,0.30161265,13.530455,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_576.0-580.5.wav,,
9.931846,1.3916199,15.445791,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_58.5-63.0.wav,,
10.200097,0.1876171,13.274983,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_580.5-585.0.wav,,
10.197532,0.18614385,13.241268,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_585.0-589.5.wav,,
10.225591,0.13800757,13.136303,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_589.5-594.0.wav,,
10.197049,0.18256177,13.243949,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_594.0-598.5.wav,,
10.142796,0.076075874,13.10702,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_598.5-603.0.wav,,
10.202293,0.17943633,13.236963,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_603.0-607.5.wav,,
10.200758,0.1801189,13.252662,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_607.5-612.0.wav,,
10.060445,-0.14992568,12.774292,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_612.0-616.5.wav,,
10.120357,0.086706,12.931295,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_616.5-621.0.wav,,
10.030938,-0.21362317,12.672766,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_621.0-625.5.wav,,
10.153047,0.101799846,13.142293,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_625.5-630.0.wav,,
9.948913,1.3415631,15.38577,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_63.0-67.5.wav,,
10.11624,-0.0467828,12.821622,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_630.0-634.5.wav,,
10.135076,0.07767493,13.09733,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_634.5-639.0.wav,,
10.022129,-0.53771526,11.955985,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_639.0-643.5.wav,,
10.066363,-0.1297015,12.664272,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_643.5-648.0.wav,,
10.015357,-0.25707057,12.692367,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_648.0-652.5.wav,,
10.090974,-0.17422943,12.405662,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_652.5-657.0.wav,,
10.192608,0.13032112,13.1261835,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_657.0-661.5.wav,,
10.068152,-0.016633298,12.547928,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_661.5-666.0.wav,,
10.057443,-0.14340113,12.7749605,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_666.0-670.5.wav,,
9.927472,1.3970659,15.44307,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_67.5-72.0.wav,,
10.006915,-0.30900615,12.619593,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_670.5-675.0.wav,,
9.979841,-0.03945017,12.334611,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_675.0-679.5.wav,,
10.000976,-0.27159607,12.671812,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_679.5-684.0.wav,,
10.018371,-0.23213455,12.681711,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_684.0-688.5.wav,,
10.028605,-0.22524333,12.679429,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_688.5-693.0.wav,,
10.051854,-0.16972199,12.71092,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_693.0-697.5.wav,,
10.167485,-0.35006577,12.052946,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_697.5-702.0.wav,,
10.032245,-0.20412035,12.71012,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_702.0-706.5.wav,,
9.963641,-0.19239108,12.190446,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_706.5-711.0.wav,,
9.869873,-0.4852646,12.36496,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_711.0-715.5.wav,,
9.796287,-0.54358894,12.222624,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_715.5-720.0.wav,,
10.07819,1.2865459,15.709427,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_72.0-76.5.wav,,
9.961784,-0.53585386,12.008442,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_720.0-724.5.wav,,
9.78643,-0.5565078,12.254052,4,D:\PhD-data\Mourachan-WetA\20210509T040000+1000_REC_724.5-729.0.wav,,
